Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Адреса)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (Номер телефону)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (Номер телефону)/Що ваш додаток робить із цими даними користувачів?/Передає
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Використання й обробка даних (Номер телефону)/Ці дані обробляються тимчасово?
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Використання й обробка даних (Номер телефону)/Чи можуть користувачі заборонити додатку збирати ці дані?/Користувачі можуть заборонити додатку збирати ці дані
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Використання й обробка даних (Номер телефону)/Чи можуть користувачі заборонити додатку збирати ці дані?/Ці дані необхідні додатку (користувачі не можуть заборонити збирати їх)
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Номер телефону)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (Расова й етнічна належність)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (Расова й етнічна належність)/Що ваш додаток робить із цими даними користувачів?/Передає
